INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20101039	2	1	1	39	CircularTaskTool25_15	Ðu Ðü	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YDao Thäo#Whþp chª thành#YThanh Phong Tán#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	7	50000	12500	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	7	0	2000	-1	0
20101040	2	1	1	40	CircularTaskTool26_11	Ngû Gia Bì	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YDao Thäo#Whþp chª thành#YThiªt Bích Ðan#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	7	100000	25000	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	7	0	2000	-1	0
20101041	2	1	1	41	CircularTaskTool25_5	Ðäng Sâm	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YThanh Lµ#Whþp chª thành#YHuyªt Ki®t Ðan#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	8	50000	12500	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	8	0	2000	-1	0
20101042	2	1	1	42	CircularTaskTool25_10	H°ng Hoa	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YThanh Lµ#Whþp chª thành#YTam Th¤t Cao#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	8	50000	12500	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	8	0	2000	-1	0
20101043	2	1	1	43	CircularTaskTool25_8	Quª chi	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YTham Thäo#Whþp chª thành#YTuyªt Tàm Linh D¸ch#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	8	30000	7500	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	8	0	2000	-1	0
20101044	2	1	1	44	CircularTaskTool25_12	Hoàng S¥m	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YTham Thäo#Whþp chª thành#YDøc Di®m Ðan#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	8	30000	7500	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	8	0	2000	-1	0
20101045	2	1	1	45	CircularTaskTool25_9	Häi Phong Ð¢ng	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YTham Thäo#Whþp chª thành#YHuy«n Canh Hoàn#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	8	30000	7500	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	8	0	2000	-1	0
20101046	2	1	1	46	CircularTaskTool26_9	Th± Phøc Linh	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YTham Thäo#Whþp chª thành#YChß¾ng H°i Ðan#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	8	30000	7500	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	8	0	2000	-1	0
20101047	2	1	1	47	CircularTaskTool26_12	Ngû V¸ TØ	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YPh¤n Hoa#Whþp chª thành#YTung Vân Tán#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	8	100000	25000	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	8	0	2000	-1	0
20101048	2	1	1	48	CircularTaskTool26_1	Thiên Niên Ki®n	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YPh¤n Hoa#Whþp chª thành#YKim Cang Ðan#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	8	200000	50000	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	8	0	2000	-1	0
20101049	2	1	1	49	Herbal1_14	H°ng Cân	Dùng chª thu¯c Thiên Hoang C± Cänh. V¾i#YLong Diên Thäo#Whþp chª thành#YHoàng Tham Ðan#W. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#Wtìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. 	7	20000	5000	4	40	-1	-1	1	-1	-1	-1	-1	Dßþc Li®u Cao C¤p	7	0	2000	-1	0
20101050	2	1	1	50	CircularTaskTool30_16	Vinh Thäo	Dùng chª thu¯c Thiên Hoang C± Cänh. Nguyên li®u chª thu¯c Thiên Hoang C± cänh. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#W tìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. #rTÕi#GPhøng Minh Tr¤n(205,134) Ti®m GØi Bán#Wð¬ gØi bán. #r#GThiên Hoang C± Cänh tØ vong s¨ r½i ra	7	1875	70	4	40	-1	-1	1	8	7	-1	-1	Dßþc Li®u Cao C¤p	7	0	2000	-1	0
20101051	2	1	1	51	CircularTaskTool30_14	Tham Thäo	Dùng chª thu¯c Thiên Hoang C± Cänh. Nguyên li®u cao c¤p chª thu¯c Thiên Hoang C± Cänh. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#W tìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. #rTÕi#GPhøng Minh Tr¤n(205,134) Ti®m GØi Bán#Wð¬ gØi bán. #r#GThiên Hoang C± Cänh tØ vong s¨ r½i ra	7	1875	70	4	40	-1	-1	1	8	7	-1	-1	Thäo Dßþc Phø	7	0	2000	-1	0
20101052	2	1	1	52	CircularTaskTool30_15	Dao Thäo	Dùng chª thu¯c Thiên Hoang C± Cänh. Nguyên li®u chª thu¯c Thiên Hoang C± cänh. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#W tìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. #rTÕi#GPhøng Minh Tr¤n(205,134) Ti®m GØi Bán#Wð¬ gØi bán. #r#GThiên Hoang C± Cänh tØ vong s¨ r½i ra	7	1875	70	4	40	-1	-1	1	8	7	-1	-1	Dßþc Li®u Cao C¤p	7	0	2000	-1	0
20101053	2	1	1	53	CircularTaskTool30_8	Ph¤n Hoa	Dùng chª thu¯c Thiên Hoang C± Cänh. Nguyên li®u cao c¤p chª thu¯c Thiên Hoang C± Cänh. #rÐªn #GLÕc Dß½ng(232,307) #RTrß½ng Minh Cänh#W, #GPhøng Minh Tr¤n(246,59) #RHoa S· Nông#W tìm hi¬u #Gcách chª thu¯c#WThiên Hoang C± Cänh. #rTÕi#GPhøng Minh Tr¤n(205,134) Ti®m GØi Bán#Wð¬ gØi bán. #r#GThiên Hoang C± Cänh tØ vong s¨ r½i ra	7	1875	70	4	40	-1	-1	1	8	7	-1	-1	Thäo Dßþc Phø	7	0	2000	-1	0
20102001	2	1	2	1	Fish_1	Thäo Ngß	Cá ån cö, nên tên là cá tr¡m cö, có 2 màu xanh, tr¡ng, màu tr¡ng ngon h½n. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	1	38	9	4	40	-1	-1	1	9	1	-1	-1	Cá S½ C¤p	1	0	2000	-1	0
20102002	2	1	2	2	Fish_3	TÑc Ngß	SÑc b«n t¯t, ån tÕp, thích b¥y ðàn, thß¶ng nghï trong ðám cö. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	2	42	10	4	40	-1	-1	1	9	2	-1	-1	Cá S½ C¤p	2	0	2000	-1	0
20102003	2	1	2	3	Fish_9	Liên Ngß	Hình d©p, lßng màu xám xanh, hai bên và bøng màu tr¡ng, m¡t h½i th¤p. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	3	102	25	4	40	-1	-1	1	9	3	-1	-1	Cá S½ C¤p	3	0	2000	-1	0
20102004	2	1	2	4	Fish_8	Bình Ngß	Là 1 loÕi cá bi¬n, xß½ng ít th¸t ngon. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	4	184	46	4	40	-1	-1	1	9	4	-1	-1	Cá Trung C¤p	4	0	2000	-1	0
20102005	2	1	2	5	Fish_5	Thi®n Ngß	Mµt loài cá ngü ðông, khi nhi®t ðµ th¤p, cá s¨ · trong tình trÕng ngü ðông b¤t ðµng. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	5	282	70	4	40	-1	-1	1	9	5	-1	-1	Cá Trung C¤p	5	0	2000	-1	0
20102006	2	1	2	6	Fish_10	H¡c Ngß	Thuµc loài cá ån th¸t, m¯i hÕi cüa ngh« nuôi cá. Cá này sinh sôi nhanh, tính hung dæ, chï c¥n biªt cách câu thì câu r¤t d­. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	6	402	100	4	40	-1	-1	1	9	6	-1	-1	Cá Trung C¤p	6	0	2000	-1	0
20102007	2	1	2	7	Fish_6	Ð¤u Ngß	Thân hình thoi, dài 7-8cm, màu xanh nhÕt, có 12 ðß¶ng vân ðen, ðuôi và vây s£c sÞ. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	7	554	138	4	40	-1	-1	1	9	7	-1	-1	Cá Cao C¤p	7	0	2000	-1	0
20102008	2	1	2	8	Fish_2	Xß½ng Ngß	Thuµc h÷ cá chim, s¯ng · t¥ng giæa g¥n bi¬n. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	8	702	175	4	40	-1	-1	1	9	8	-1	-1	Cá Cao C¤p	8	0	2000	-1	0
20102009	2	1	2	9	Fish_11	Ngân Ngß	Cá nß¾c ng÷t, dài 7-8cm, th¥n tròn, màu bÕc. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	9	864	216	4	40	-1	-1	1	9	9	-1	-1	Cá Cao C¤p	9	0	2000	-1	0
20102010	2	1	2	10	Fish_7	Khuê Ngß	Loài cá này ða s¯ ån th¸t, chúng sån m°i trong nß¾c. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	10	1054	263	4	40	-1	-1	1	9	10	-1	-1	Cá Cao C¤p	10	0	2000	-1	0
20102011	2	1	2	11	Fish_4	C¯t Thi®t Ngß	Mµt loÕi cá c¢m dß¾i có râu, thân d©p, bøng có g¶ nhô ra. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	11	1060	265	4	40	-1	-1	1	9	11	-1	-1	Cá Cao C¤p	11	0	2000	-1	0
20102012	2	1	2	12	Fish_12	Løc Tuyªn Ngß	Cá có thân d©p, ð¥u to. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	12	1176	294	4	40	-1	-1	1	9	12	-1	-1	Cá Cao C¤p	12	0	2000	-1	0
20102013	2	1	2	13	Fish2_1	Thanh Ngß	S¯ng · t¥ng giæa, sinh trß·ng nhanh, th¸t ngon. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	1	38	9	4	40	-1	-1	1	9	1	-1	-1	Cá S½ C¤p	1	0	2000	-1	0
20102014	2	1	2	14	Fish2_3	Ti­n Ngß	Mµt loÕi cá chu°n cùng h÷ v¾i cá chim, cá lô. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	2	42	10	4	40	-1	-1	1	9	2	-1	-1	Cá S½ C¤p	2	0	2000	-1	0
20102015	2	1	2	15	Fish2_9	Lß Ngß	Th¸t ch¡c ngon, dinh dßÞng cao. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	3	102	25	4	40	-1	-1	1	9	3	-1	-1	Cá S½ C¤p	3	0	2000	-1	0
20102016	2	1	2	16	Fish2_8	Bi¬n Ð¥u Ngß	Ð¥u, ðuôi, bøng d©p phÆng, lßng hình sþi, màu bÕc, s¯ng t¥ng cÕn g¥n bi¬n. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	4	184	46	4	40	-1	-1	1	9	4	-1	-1	Cá Trung C¤p	4	0	2000	-1	0
20102017	2	1	2	17	Fish2_5	Ð¥u Lñc Ngß	Nhö, béo mêm, th½m ngon. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	5	282	70	4	40	-1	-1	1	9	5	-1	-1	Cá Trung C¤p	5	0	2000	-1	0
20102018	2	1	2	18	Fish2_10	Thu Ðao Ngß	Thân d©p, väy nhö, kh¡p ngß¶i màu bÕc, th½m ngon, dinh dßÞng cao. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	6	402	100	4	40	-1	-1	1	9	6	-1	-1	Cá Trung C¤p	6	0	2000	-1	0
20102019	2	1	2	19	Fish2_6	Soa Ngß	Ð¥u ng¡n mà rµng, väy l¾n, lßng xám xanh. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	7	554	138	4	40	-1	-1	1	9	7	-1	-1	Cá Cao C¤p	7	0	2000	-1	0
20102020	2	1	2	20	Fish2_2	Quang B¯i Ngß	Vây nhß màn cØa, t× bøng n¯i t¾i ðuôi. Bong bóng có ph±i, nên thß¶ng n±i lên m£t nß¾c ð¬ th·. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	8	702	175	4	40	-1	-1	1	9	8	-1	-1	Cá Cao C¤p	8	0	2000	-1	0
20102021	2	1	2	21	Fish2_11	Câu Ngß	Sinh s¯ng b¥y ðàn giæa khu vñc nß¾c m£n và nß¾c ng÷t, cá l¾n trß¾c ð¥u nhô ra. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	9	864	216	4	40	-1	-1	1	9	9	-1	-1	Cá Cao C¤p	9	0	2000	-1	0
20102022	2	1	2	22	Fish2_7	Bãi KÏ Ngß	Thân dài, h½i d©p. Thân màu xanh nâu, có vân tròn màu tr¡ng. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	10	1054	263	4	40	-1	-1	1	9	10	-1	-1	Cá Cao C¤p	10	0	2000	-1	0
20102023	2	1	2	23	Fish2_4	Trân Châu Ngß	Toàn thân ð¥y các ði¬m châu tr¡ng. Khi b½i l¤p lánh r¤t ð©p. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	11	1060	265	4	40	-1	-1	1	9	11	-1	-1	Cá Cao C¤p	11	0	2000	-1	0
20102024	2	1	2	24	Fish2_12	Vån Xß½ng Ngß	Thân hình l¾n, kh¡p ngß¶i nØa trong su¯t, là loÕi cá cao c¤p, th¸t tß½i ngon. Dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	12	1176	294	4	40	-1	-1	1	9	12	-1	-1	Cá Cao C¤p	12	0	2000	-1	0
20102025	2	1	2	25	Fish3_1	Hoa Cáp	Th¸t tß½i ngon, ðßþc danh xßng Thiên hÕ ð® nh¤t, Vua các món ån, dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	1	38	9	4	40	-1	-1	1	9	1	-1	-1	Thüy Sän	1	0	2000	-1	0
20102026	2	1	2	26	Fish3_12	Rong Bi¬n	V¸ ng÷t hàn, công døng tiêu ðàm thanh nhi®t, b± thân dßÞng tâm, dùng ð¬ n¤u nß¾ng. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	2	42	10	4	40	-1	-1	1	9	2	-1	-1	Thüy Sän	2	0	2000	-1	0
20102027	2	1	2	27	Fish3_5	Tôm Thë	Tôm tr¡ng, sau khi tØ vong có màu tr¡ng, th¸t th½m ngon vô cùng, dùng ð¬ n¤u nß¾ng. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	3	102	25	4	40	-1	-1	1	9	3	-1	-1	Thüy Sän	3	0	2000	-1	0
20102028	2	1	2	28	Fish3_4	Tôm Hùm	Tôm hùm, dùng ð¬ n¤u ån, ðuôi tôm l¾n nhi«u th¸t, là món häi sän tß½i ngon. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	4	184	46	4	40	-1	-1	1	9	4	-1	-1	Thüy Sän	4	0	2000	-1	0
20102029	2	1	2	29	Fish3_9	Cua Bi¬n	Cua xanh, m²i tháng 8 âm l¸ch, cua xanh xu¤t hi®n r¤t nhi«u, có câu nói Cua tháng tám b¢ng 1 con gà, dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	5	282	70	4	40	-1	-1	1	9	5	-1	-1	Thüy Sän	5	0	2000	-1	0
20102030	2	1	2	30	Fish3_2	Nghêu	Th¸t tß½i ngon, dinh dßÞng phong phú, có danh Thiên hÕ ð® nh¤t, có công døng thanh nhiêu, tiêu viêm. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	6	402	100	4	40	-1	-1	1	9	6	-1	-1	Thüy Sän	6	0	2000	-1	0
20102031	2	1	2	31	Fish3_3	V©m	Vö phía trß¾c nh÷n, phía sau rµng tròn, mùi v¸ th½m ngon, dùng ð¬ n¤u ån. #r#WTÕi #GÐÕi Lý (112,155) #RÐ² TØ Phi#W, #GTô Châu(290,268) #RTrí Hóa#W và #GLÕc Dß½ng(236,292) #RLý ÐÕi Chüy#W, ð«u có th¬ h÷c #GkÛ nång n¤u nß¾ng#W. Ngß¶i ch½i c¤p #G1#W là có th¬ h÷c. 	7	554	138	4	40	-1	-1	1	9	7	-1	-1	Thüy Sän	7	0	2000	-1	0
