INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
110	Huy«n Thª Ma Uy¬n Ð° Tß¶ng 	10214020	1	5	9	20105010	64	20103082	48	20103102	80	20308140	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	23	3000	-1	-1	Ta ði«n r°i	7	-1
111	Thô B¯ Kiên Ð° Tß¶ng 	10215002	1	5	1	20105001	28	20103073	12	20103100	24	20308141	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
112	Thanh B¯ Kiên Ð° Tß¶ng 	10215004	1	5	1	20105002	32	20103074	16	20103100	27	20308142	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
113	Giáng Ma Kiên Ð° Tß¶ng 	10215006	1	5	2	20105003	36	20103075	20	20103100	33	20308143	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
114	Nhuy­n Tr×u Kiên Ð° Tß¶ng 	10215008	1	5	3	20105004	40	20103076	24	20103101	36	20308144	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
115	Ngân C¦m Kiên Ð° Tß¶ng 	10215010	1	5	4	20105005	44	20103077	28	20103101	39	20308145	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
116	Nguyên Linh Kiên Ð° Tß¶ng 	10215012	1	5	5	20105006	48	20103078	32	20103101	45	20308146	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
117	Th¤t Tinh Kiên Ð° Tß¶ng 	10215014	1	5	6	20105007	52	20103079	36	20103102	64	20308147	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
118	Dçn Phßþng Kiên Ð° Tß¶ng 	10215016	1	5	7	20105008	56	20103080	40	20103102	68	20308148	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
119	Mµc Thüy Thiên Kiên Ð° Tß¶ng 	10215018	1	5	8	20105009	60	20103081	44	20103102	76	20308149	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
120	Huy«n Thª Ma Kiên Ð° Tß¶ng 	10215020	1	5	9	20105010	64	20103082	48	20103102	80	20308150	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	24	3000	-1	-1	Ta ði«n r°i	7	-1
121	Bình An Yêu ðai ð° tß¶ng 	10221011	1	5	1	20105001	28	20103073	12	20103100	24	20308151	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
122	Cát Tß¶ng Yêu ðai ð° tß¶ng 	10221012	1	5	1	20105002	32	20103074	16	20103100	27	20308152	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
123	Âm Lân Yêu ðai ð° tß¶ng 	10221013	1	5	2	20105003	36	20103075	20	20103100	33	20308153	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
124	Th¤t Tinh Cô Hoàn Ð° Tß¶ng 	10221014	1	5	3	20105004	40	20103076	24	20103101	36	20308154	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
125	Ð¸a Linh Hoàn Ðai Ð° Tß¶ng 	10221015	1	5	4	20105005	44	20103077	28	20103101	39	20308155	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
126	Tri®t Ð¸a Hoàn Ðai Ð° Tß¶ng 	10221016	1	5	5	20105006	48	20103078	32	20103101	45	20308156	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
127	Vø Nghê Ðai Ð° Tß¶ng 	10221017	1	5	6	20105007	52	20103079	36	20103102	64	20308157	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
128	Løc Ngh® Yêu Hoàn Ð° Tß¶ng 	10221018	1	5	7	20105008	56	20103080	40	20103102	68	20308158	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
129	Thôi Tuyªt Ð° Tß¶ng 	10221019	1	5	8	20105009	60	20103081	44	20103102	76	20308159	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
130	Bµ Nguy®t Ð° Tß¶ng 	10221020	1	5	9	20105010	64	20103082	48	20103102	80	20308160	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	25	3000	-1	-1	Ta ði«n r°i	7	-1
131	Ph°n Tinh Kªt Ð° Tß¶ng 	10220011	1	6	1	20103001	7	20103085	12	20308101	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
132	Hoàng Ng÷c HÕng Liên Ð° Tß¶ng	10220012	1	6	1	20103002	14	20103086	24	20308102	1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
133	LßÞng Nghi Liên Ð° Tß¶ng 	10220013	1	6	2	20103003	21	20103087	42	20308103	1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
134	Phong Xuyên Liên Ð° Tß¶ng 	10220014	1	6	3	20103004	28	20103088	54	20308104	1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
135	Lßu Ly Kªt Ð° Tß¶ng 	10220015	1	6	4	20103005	35	20103089	66	20308105	1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
136	Tuyên Thanh Thúc Ð° Tß¶ng 	10220016	1	6	5	20103006	42	20103090	84	20308106	1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
137	Âm Dß½ng Liên Ð° Tß¶ng 	10220017	1	6	6	20103007	49	20103091	96	20308107	1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
138	Câu H°n Linh Ð° Tß¶ng 	10220018	1	6	7	20103008	56	20103092	108	20308108	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
139	Li®t Nh§t Ð° Tß¶ng 	10220019	1	6	8	20103009	63	20103093	126	20308109	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
140	Ði®p Luyªn Ð° Tß¶ng 	10220020	1	6	9	20103010	69	20103094	138	20308110	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	11	3000	-1	-1	Ta ði«n r°i	7	-1
141	Kinh Gi¾i Ð° Tß¶ng	10222011	1	6	1	20103001	7	20103085	12	20308111	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
142	Thanh Tùng Gi¾i Chï Ð° Tß¶ng	10222012	1	6	1	20103002	14	20103086	24	20308112	1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
143	Thiên Hþp Gi¾i Chï Ð° Tß¶ng	10222013	1	6	2	20103003	21	20103087	42	20308113	1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
144	Cát Tß¶ng Gi¾i Chï Ð° Tß¶ng	10222014	1	6	3	20103004	28	20103088	54	20308114	1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
145	Huy«n Quyªt Ð° Tß¶ng 	10222015	1	6	4	20103005	35	20103089	66	20308115	1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
146	Thiên Änh Ð° Tß¶ng 	10222016	1	6	5	20103006	42	20103090	84	20308116	1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
147	Bát Trân Ð° Tß¶ng 	10222017	1	6	6	20103007	49	20103091	96	20308117	1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
148	Bách Xuyên Ð° Tß¶ng 	10222018	1	6	7	20103008	56	20103092	108	20308118	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
149	Yêu Ngôn Ð° Tß¶ng 	10222019	1	6	8	20103009	63	20103093	126	20308119	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
150	Ph§t Ngæ Ð° Tß¶ng 	10222020	1	6	9	20103010	69	20103094	138	20308120	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	12	3000	-1	-1	Ta ði«n r°i	7	-1
151	Hàn Mµc Hµ Phù Ð° Tß¶ng	10223011	1	6	1	20103001	7	20103085	12	20308121	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
152	Thanh Ngæ Hµ Phù Ð° Tß¶ng	10223012	1	6	1	20103002	14	20103086	24	20308122	1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
153	Huy«n Ði®p Hµ Phù Ð° Tß¶ng	10223013	1	6	2	20103003	21	20103087	42	20308123	1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
154	Ám Ty Hµ Phù Ð° Tß¶ng	10223014	1	6	3	20103004	28	20103088	54	20308124	1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
155	Nhß Giao Hµ Phù Ð° Tß¶ng	10223015	1	6	4	20103005	35	20103089	66	20308125	1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
156	Vân LÕc Hµ Phù Ð° Tß¶ng	10223016	1	6	5	20103006	42	20103090	84	20308126	1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
157	CØa Liên Ð° Tß¶ng 	10223017	1	6	6	20103007	49	20103091	96	20308127	1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
158	Túc Giao Ð° Tß¶ng 	10223018	1	6	7	20103008	56	20103092	108	20308128	1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
159	Xuyên Mµ Ð° Tß¶ng 	10223019	1	6	8	20103009	63	20103093	126	20308129	1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
160	Phi Tuyªt Ð° Tß¶ng 	10223020	1	6	9	20103010	69	20103094	138	20308130	1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	13	3000	-1	-1	Ta ði«n r°i	7	-1
161	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
162	Chßa SØ Døng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
163	Pha chª Dßþc s½ c¤p	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Ðem mµt vài dßþc li®u s½ c¤p, nhß: #GBÕch Anh, B° Hoàng, Xuyên B¯i, Nguyên H°, Tì Bà, Cam Thäo, Kim BÕc Hoa#W gia công thành dßþc ph¦m s½ c¤p. #r#c54FF00 (Tiêu hao hoÕt lñc c½ bän 10 ði¬m, nh§n änh hß·ng c¤p kÛ nång dßþc lý)	-1	-1
164	Pha chª dßþc trung c¤p	-1	-1	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Ðem mµt vài dßþc li®u trung c¤p, nhß: #GHoàng C¥m, Câu KÖ, Tr¥m Hß½ng, Ð² Tr÷ng, Thß½ng Thu§t, Phøc Linh, Phòng Phong, Hß½ng Nhu, Hoàng liên#W gia công thành dßþc ph¦m trung c¤p. #r#c54FF00 (Tiêu hao hoÕt lñc c½ bän 15 ði¬m, nh§n änh hß·ng c¤p kÛ nång dßþc lý)	-1	-1
165	Pha chª dßþc cao c¤p	-1	-1	2	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Mang mµt s¯ dßþc li®u cao c¤p, nhß: #GÐß½ng Qui, Quª Tâm, Hß½ng Phø, H°i Th¥n Thäo, Thü Ô, Ðông Trùng HÕ Thäo, Long Quì TØ, Tßþng B¯i, Nhân Sâm#W gia công thành dßþc ph¦m cao c¤p. #r#c54FF00 (Tiêu hao 23 ði¬m hoÕt lñc, ch¸u änh hß·ng cüa c¤p kÛ nång dßþc lý)	-1	-1
166	Pha chª Kim Sáng Dßþc	30001003	1	2	3	20101005	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003003	Ta ði«n r°i	-1	-1
167	Pha chª Quy Linh Hoàn Dßþc	30002003	1	2	3	20101006	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003003	Ta ði«n r°i	-1	-1
168	Pha chª Thiên Ma Cao	30003003	1	2	3	20101007	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003003	Ta ði«n r°i	-1	-1
169	Pha chª Thúy Ba Tán	30005011	1	2	3	20101005	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ta ði«n r°i	-1	-1
170	Pha chª Lôi TrÕch Tán	30005013	1	2	3	20101006	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ta ði«n r°i	-1	-1
171	Pha chª Höa Hµ Tán	30005015	1	2	3	20101007	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ta ði«n r°i	-1	-1
172	Pha chª T¸ Ðµc Tán	30005017	1	2	3	20101005	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ta ði«n r°i	-1	-1
173	Pha chª Hµ Tán	30005019	1	2	3	20101006	3	20108171	1	20301001	4	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003003	Ta ði«n r°i	-1	-1
174	Pha chª Thü Ô Ðan	30001006	1	2	6	20101014	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003006	Ta ði«n r°i	-1	-1
175	Pha chª QuÏnh Ðan	30002006	1	2	6	20101015	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003006	Ta ði«n r°i	-1	-1
176	Pha chª H°ng Nhan Cao	30003006	1	2	6	20101016	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003006	Ta ði«n r°i	-1	-1
177	Pha chª Bá Vß½ng Hoàn	30004003	1	2	6	20101014	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ta ði«n r°i	-1	-1
178	Pha chª Tiên Ng÷c Hoàn	30004008	1	2	6	20101013	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ta ði«n r°i	-1	-1
179	Pha chª Vô H°i Hoàn	30004013	1	2	6	20101015	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ta ði«n r°i	-1	-1
180	Pha chª Thê Vân Hoàn	30004018	1	2	6	20101016	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ta ði«n r°i	-1	-1
181	Pha chª Th¥n Ð¸nh Hoàn	30004023	1	2	6	20101013	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ta ði«n r°i	-1	-1
182	Pha chª Chß¾ng La Hoàn	30005003	1	2	6	20101015	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ta ði«n r°i	-1	-1
183	Pha chª Huy Nguy®t Hoàn	30005008	1	2	6	20101016	4	20108174	2	20301002	6	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003006	Ta ði«n r°i	-1	-1
184	Pha chª Tiên Ðan H°n Phách	30001009	1	2	9	20101023	6	20108177	6	20301003	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ta ði«n r°i	-1	-1
185	Pha chª Tiên Ðan Vãng Sinh	30001010	1	2	10	20101025	5	20108178	7	20301003	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ta ði«n r°i	-1	-1
186	Pha chª Tiên Ðan Kim Nguyên	30002009	1	2	9	20101024	6	20108177	6	20301003	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ta ði«n r°i	-1	-1
187	Pha chª Tiên Ðan Th¥n Thông	30002010	1	2	10	20101026	5	20108178	7	20301003	12	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ta ði«n r°i	-1	-1
188	Pha chª Diên Th÷ Cao	30003009	1	2	9	20101024	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ta ði«n r°i	-1	-1
189	Pha chª B¤t Lão Cao	30003010	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	30003007	Ta ði«n r°i	-1	-1
190	Pha chª Lñc Hàm Ð¸a	30004005	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
191	Pha chª Linh Tiên La	30004010	1	2	10	20101025	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
192	Pha chª Th¬ Thiên Nhßþc	30004015	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
193	Pha chª Mçn Phi Thång	30004020	1	2	10	20101025	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
194	Pha chª Ð¸nh Trí Vi­n	30004025	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
195	Pha chª Phòng Li®t Tr§n	30005005	1	2	10	20101025	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
196	Pha chª Phòng Âm Dß½ng	30005010	1	2	10	20101026	6	20108178	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
197	Pha chª Long Nha Tán	30006002	1	2	9	20101023	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
198	Pha chª Bá Linh Tán	30006004	1	2	9	20101024	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
199	Pha chª Bång Linh Tán	30006006	1	2	9	20101023	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
200	Pha chª Kim Lôi Tán	30006008	1	2	9	20101024	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
201	Pha chª Chân Höa Tán	30006010	1	2	9	20101023	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
202	Pha chª CØu Lê Tán	30006012	1	2	9	20101023	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
203	Pha chª Thiên Nhãn Ðan	30006014	1	2	9	20101020	6	20108177	3	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
204	Pha chª Ti¬u Kinh Nghi®m Ðan	30007001	1	2	11	20101026	7	20108179	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	0	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
205	Pha chª ÐÕi Kinh Nghi®m Ðan	30007002	1	2	12	20101028	7	20108180	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	0	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
206	Pha chª Vß½ng Mçu Tiên Ðan	30007003	1	2	12	20101029	7	20108180	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	0	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
207	Pha chª Anh Nguy®t Tán	30007004	1	2	9	20101023	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
208	Pha chª Höa Long Ðan	30007005	1	2	9	20101024	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
209	Pha chª Thiên Xích Ðan	30007006	1	2	9	20101023	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
210	Pha chª Ð¸nh Khí Tán	30007007	1	2	9	20101024	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
211	Pha chª Minh Ý Tán	30007008	1	2	9	20101023	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
212	Pha chª Linh Xúc Tán	30007009	1	2	9	20101024	6	20108177	4	20301003	1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	15	3000	-1	30003007	Ta ði«n r°i	-1	-1
213	Công ThÑc ThÑc Ån S½ C¤p	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Ðã bö	-1	-1
214	Công ThÑc ThÑc Ån Trung C¤p	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Ðã bö	-1	-1
215	Công ThÑc ThÑc Ån Cao C¤p	-1	-1	1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	18	3000	700900	-1	Ðã bö	-1	-1
216	Pha chª Bánh Ngô	30101003	1	1	3	20104003	3	20106003	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	16	3000	-1	30101003	Ta ði«n r°i	-1	-1
217	Pha chª V¢n th¡n	30101006	1	1	6	20104006	4	20106006	2	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	16	3000	-1	30101006	Ta ði«n r°i	-1	-1
218	Pha chª Qu¦y	30101009	1	1	9	20104009	6	20106009	3	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	16	3000	-1	30101009	Ta ði«n r°i	-1	-1
219	Pha chª Nguyên Tiêu	30101010	1	1	10	20104010	6	20106010	4	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	16	3000	-1	30101009	Ta ði«n r°i	-1	-1
220	Pha chª Thüy Tinh hoàn tØ	30101011	1	1	11	20104011	7	20106011	4	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	0	16	3000	-1	30101009	Ta ði«n r°i	-1	-1
221	Pha chª Bánh Rán	30101012	1	1	12	20104012	7	20106012	4	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	0	16	3000	-1	30101009	Ta ði«n r°i	-1	-1
222	Pha chª chè Bát Bäo	30101015	1	1	3	20104003	3	20106003	1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	16	3000	-1	30101003	Ta ði«n r°i	-1	-1
223	Pha chª miªn Qua Ki«u	30101018	1	1	6	20104006	4	20106006	2	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	16	3000	-1	30101006	Ta ði«n r°i	-1	-1
224	Pha chª bánh bµt gÕo	30101021	1	1	9	20104009	6	20106009	3	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	16	3000	-1	30101009	Ta ði«n r°i	-1	-1
