INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10111050	1	1	11	50	4	419	1	-1	-1	歸元神靴	97	上古神物，生於天地混沌之時，有凝神歸元，起死回生之用。	3640	3640	234	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	121	-1	-1	-1	Shoes4_11	鞋	2159	2000	0
10111100	1	1	11	100	4	48	1	-1	-1	破纏腳	1	新手防具，沒有什麼價值。（右鍵點擊即可裝備）	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	3	-1	-1	-1	Shoes4_11	鞋	17	2000	0
10112000	1	1	12	0	3	65	1	-1	-1	裹手	1	最初級防具，隨處可見，普通至極。（右鍵點擊即可裝備）	20	20	114	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	7	-1	-1	-1	Cuff1_1	护腕	8	2000	0
10112001	1	1	12	1	3	65	1	-1	-1	粗布護腕	6	粗布做的護腕，適合初入江湖者使用。	70	70	120	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	15	-1	-1	-1	Cuff1_1	护腕	2160	2000	0
10112002	1	1	12	2	3	303	1	-1	-1	麻布護腕	6	麻布做的護腕，適合初入江湖者使用。	70	70	120	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	15	-1	-1	-1	Cuff1_1	护腕	2161	2000	0
10112003	1	1	12	3	3	303	1	-1	-1	棉布護腕	6	棉布做的護腕，適合初入江湖者使用。	70	70	120	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	15	-1	-1	-1	Cuff1_1	护腕	2162	2000	0
10112004	1	1	12	4	3	68	1	-1	-1	紗絨護腕	16	紗絨做的護腕，精緻無比，華美舒適。	121	121	132	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	Cuff1_5	护腕	2163	2000	0
10112005	1	1	12	5	3	68	1	-1	-1	絹絲護腕	16	絹絲做的護腕，精緻無比，華美舒適。	121	121	132	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	30	-1	-1	-1	Cuff1_5	护腕	2164	2000	0
10112006	1	1	12	6	3	312	1	-1	-1	錦帛護腕	26	錦帛做的護腕，美輪美奐，典雅華貴。	221	221	145	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Cuff1_9	护腕	2165	2000	0
10112007	1	1	12	7	3	321	1	-1	-1	絲綢護腕	26	綢緞做的護腕，美輪美奐，典雅華貴。	221	221	145	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Cuff1_9	护腕	2166	2000	0
10112008	1	1	12	8	3	312	1	-1	-1	綾羅護腕	26	綾羅做的護腕，美輪美奐，典雅華貴。	221	221	145	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	45	-1	-1	-1	Cuff1_9	护腕	2167	2000	0
10112009	1	1	12	9	3	190	1	-1	-1	狼牙護腕	36	鑲有狼牙的護腕，初露鋒芒，堅固有力。	399	399	157	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Cuff1_14	护腕	2168	2000	0
10112010	1	1	12	10	3	209	1	-1	-1	狼爪護腕	36	鑲有狼爪的護腕，初露鋒芒，堅固有力。	399	399	157	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Cuff1_14	护腕	2169	2000	0
10112011	1	1	12	11	3	190	1	-1	-1	狼皮護腕	36	狼皮做的護腕，初露鋒芒，堅固有力。	399	399	157	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Cuff1_14	护腕	2170	2000	0
10112012	1	1	12	12	3	317	1	-1	-1	虎牙護腕	46	鑲有虎牙的護腕，鋒芒畢露，霸氣十足。	666	666	170	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	75	-1	-1	-1	Cuff2_2	护腕	2171	2000	0
10112013	1	1	12	13	3	317	1	-1	-1	虎爪護腕	46	鑲有虎爪的護腕，鋒芒畢露，霸氣十足。	666	666	170	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	75	-1	-1	-1	Cuff2_2	护腕	2172	2000	0
10112014	1	1	12	14	3	317	1	-1	-1	虎皮護腕	46	虎皮做的護腕，鋒芒畢露，霸氣十足。	666	666	170	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	75	-1	-1	-1	Cuff2_2	护腕	2173	2000	0
10112015	1	1	12	15	3	310	1	-1	-1	蛟龍護腕	56	蛟龍皮和銀絲線合制而成，觸感柔軟，有很強的防禦能力。	1010	1010	182	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Cuff2_5	护腕	2174	2000	0
10112016	1	1	12	16	3	310	1	-1	-1	烏蠶護腕	56	烏蠶絲和銀絲線合制而成，觸感柔軟，有很強的防禦能力。	1010	1010	182	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Cuff2_5	护腕	2175	2000	0
10112017	1	1	12	17	3	74	1	-1	-1	蒼蟒護腕	56	蟒蛇皮和銀絲線合制而成，觸感柔軟，有很強的防禦能力。	1010	1010	182	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Cuff2_5	护腕	2176	2000	0
10112018	1	1	12	18	3	307	1	-1	-1	天樞護腕	66	腕身繪有天樞星圖，玄妙無比。	1395	1395	195	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_11	护腕	2177	2000	0
10112019	1	1	12	19	3	307	1	-1	-1	天璣護腕	66	腕身繪有天璣星圖，玄妙無比。	1395	1395	195	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_11	护腕	2178	2000	0
10112020	1	1	12	20	3	307	1	-1	-1	天璿護腕	66	腕身繪有天璿星圖，玄妙無比。	1395	1395	195	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_11	护腕	2179	2000	0
10112021	1	1	12	21	3	326	1	-1	-1	天權護腕	66	腕身繪有天權星圖，玄妙無比。	1395	1395	195	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_13	护腕	2180	2000	0
10112022	1	1	12	22	3	326	1	-1	-1	瑤光護腕	66	腕身繪有瑤光星圖，玄妙無比。	1395	1395	195	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_13	护腕	2181	2000	0
10112023	1	1	12	23	3	326	1	-1	-1	開陽護腕	66	腕身繪有開陽星圖，玄妙無比。	1395	1395	195	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_11	护腕	2182	2000	0
10112024	1	1	12	24	3	206	1	-1	-1	貪狼護腕	73	傳為貪狼星君所造，仙氣環繞，光彩奪目。	1730	1730	204	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	Cuff2_6	护腕	2183	2000	0
10112025	1	1	12	25	3	206	1	-1	-1	巨門護腕	73	傳為巨門星君所造，仙氣環繞，光彩奪目。	1730	1730	204	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	Cuff2_6	护腕	2184	2000	0
10112026	1	1	12	26	3	192	1	-1	-1	祿存護腕	73	傳為祿存星君所造，仙氣環繞，光彩奪目。	1730	1730	204	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	Cuff2_6	护腕	2185	2000	0
10112027	1	1	12	27	3	192	1	-1	-1	文曲護腕	73	傳為文曲星君所造，仙氣環繞，光彩奪目。	1730	1730	204	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	Cuff2_6	护腕	2186	2000	0
10112028	1	1	12	28	3	64	1	-1	-1	破軍護腕	73	傳為破軍星君所造，仙氣環繞，光彩奪目。	1730	1730	204	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	Cuff2_6	护腕	2187	2000	0
10112029	1	1	12	29	3	64	1	-1	-1	武曲護腕	73	傳為武曲星君所造，仙氣環繞，光彩奪目。	1730	1730	204	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	Cuff2_6	护腕	2188	2000	0
10112030	1	1	12	30	3	182	1	-1	-1	如來護腕	78	如來佛祖遺落世間的護腕，經文護體，刀槍不入。	1955	1955	210	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	Cuff2_6	护腕	2189	2000	0
10112031	1	1	12	31	3	182	1	-1	-1	龍女護腕	78	東海龍女遺落世間的護腕，經文護體，刀槍不入。	1955	1955	210	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	Cuff2_6	护腕	2190	2000	0
10112032	1	1	12	32	3	182	1	-1	-1	聖武護腕	78	聖武真君遺落世間的護腕，經文護體，刀槍不入。	1955	1955	210	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	Cuff2_6	护腕	2191	2000	0
10112033	1	1	12	33	3	182	1	-1	-1	達摩護腕	78	達摩祖師遺落世間的護腕，經文護體，刀槍不入。	1955	1955	210	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	Cuff2_6	护腕	2192	2000	0
10112034	1	1	12	34	3	182	1	-1	-1	羅漢護腕	78	降龍羅漢遺落世間的護腕，經文護體，刀槍不入。	1955	1955	210	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	Cuff2_6	护腕	2193	2000	0
10112035	1	1	12	35	3	182	1	-1	-1	喇嘛護腕	78	紅袍喇嘛遺落世間的護腕，經文護體，刀槍不入。	1955	1955	210	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	Cuff2_6	护腕	2194	2000	0
10112036	1	1	12	36	3	388	1	-1	-1	浮雲護腕	83	不知為何物質製成，上有浮雲千丈，名動天下。	2380	2380	216	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	131	-1	-1	-1	Cuff4_1	护腕	2195	2000	0
10112037	1	1	12	37	3	388	1	-1	-1	神行護腕	83	不知為何物質製成，上有龍翔萬里，名動天下。	2380	2380	216	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	131	-1	-1	-1	Cuff4_1	护腕	2196	2000	0
10112038	1	1	12	38	3	388	1	-1	-1	踏風護腕	83	不知為何物質製成，上有大鵬展翅，名動天下。	2380	2380	216	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	131	-1	-1	-1	Cuff4_1	护腕	2197	2000	0
10112039	1	1	12	39	3	388	1	-1	-1	追日護腕	83	不知為何物質製成，上有鳳凰追日，名動天下。	2380	2380	216	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	131	-1	-1	-1	Cuff4_1	护腕	2198	2000	0
10112040	1	1	12	40	3	388	1	-1	-1	逐月護腕	83	不知為何物質製成，上有青鴛逐月，名動天下。	2380	2380	216	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	131	-1	-1	-1	Cuff4_1	护腕	2199	2000	0
10112041	1	1	12	41	3	388	1	-1	-1	朱雀護腕	88	紅色護腕，為南方朱雀所守護，萬物不侵，法力無邊。	2730	2730	222	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	-1	139	-1	-1	-1	Cuff4_1	护腕	2200	2000	0
10112042	1	1	12	42	3	388	1	-1	-1	玄武護腕	88	黑色護腕，為北方玄武所守護，萬物不侵，法力無邊。	2730	2730	222	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	-1	139	-1	-1	-1	Cuff4_1	护腕	2201	2000	0
10112043	1	1	12	43	3	388	1	-1	-1	白虎護腕	88	白色護腕，為西方白虎所守護，萬物不侵，法力無邊。	2730	2730	222	3	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	-1	139	-1	-1	-1	Cuff4_1	护腕	2202	2000	0
