INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3194	Ðà Ði¬u Biªn D¸	319	55	9	1	0	11	10	698	300000	-1	-1	728	900000	668	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2652	2386	2120	3446	1856	1051	1156	1208	1366	1576	500	300	150	30	20	120000	3190
3199	Ðà Ði¬u Bäo Bäo	319	55	9	0	1	11	10	698	300000	-1	-1	728	900000	668	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2040	1836	1632	2652	1428	1051	1156	1208	1366	1576	500	300	150	30	20	120000	3190
3200	Báo Trß·ng Thành	320	55	9	0	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2040	1836	1632	2652	1428	1051	1156	1208	1366	1576	20	300	30	500	150	120000	3200
3201	Báo Biªn D¸	320	55	9	1	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2192	1972	1754	2850	1534	1051	1156	1208	1366	1576	20	300	30	500	150	120000	3200
3202	Báo Biªn D¸	320	55	9	1	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2346	2110	1876	3048	1642	1051	1156	1208	1366	1576	20	300	30	500	150	120000	3200
3203	Báo Biªn D¸	320	55	9	1	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2498	2248	1998	3248	1748	1051	1156	1208	1366	1576	20	300	30	500	150	120000	3200
3204	Báo Biªn D¸	320	55	9	1	0	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2652	2386	2120	3446	1856	1051	1156	1208	1366	1576	20	300	30	500	150	120000	3200
3209	Báo Bäo Bäo	320	55	9	0	1	1000	10	694	300000	-1	-1	726	900000	712	250000	732	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2040	1836	1632	2652	1428	1051	1156	1208	1366	1576	20	300	30	500	150	120000	3200
3210	B¡c Cñc Hùng Trß·ng Thành	321	65	9	0	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1908	2758	1696	1696	1908	1153	1268	1325	1498	1729	30	150	500	20	300	120000	3210
3211	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2024	2924	1798	1798	2024	1153	1268	1325	1498	1729	30	150	500	20	300	120000	3210
3212	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2138	3088	1900	1900	2138	1153	1268	1325	1498	1729	30	150	500	20	300	120000	3210
3213	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2252	3254	2002	2002	2252	1153	1268	1325	1498	1729	30	150	500	20	300	120000	3210
3214	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2368	3420	2104	2104	2368	1153	1268	1325	1498	1729	30	150	500	20	300	120000	3210
3215	B¡c Cñc Hùng Biªn D¸	321	65	9	1	0	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2482	3586	2206	2206	2482	1153	1268	1325	1498	1729	30	150	500	20	300	120000	3210
3219	B¡c Cñc Hùng Bäo Bäo	321	65	9	0	1	1000	10	684	300000	-1	-1	668	900000	658	250000	702	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1908	2758	1696	1696	1908	1153	1268	1325	1498	1729	30	150	500	20	300	120000	3210
3220	Kh±ng Tß¾c Trß·ng Thành	322	65	9	0	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1484	1696	2758	1696	2334	1153	1268	1325	1498	1729	100	800	50	30	20	120000	3220
3221	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1798	2924	1798	2474	1153	1268	1325	1498	1729	100	800	50	30	20	120000	3220
3222	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1662	1900	3088	1900	2614	1153	1268	1325	1498	1729	100	800	50	30	20	120000	3220
3223	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	2002	3254	2002	2754	1153	1268	1325	1498	1729	100	800	50	30	20	120000	3220
3224	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1840	2104	3420	2104	2894	1153	1268	1325	1498	1729	100	800	50	30	20	120000	3220
3225	Kh±ng Tß¾c Biªn D¸	322	65	9	1	0	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1930	2206	3586	2206	3034	1153	1268	1325	1498	1729	100	800	50	30	20	120000	3220
3229	Kh±ng Tß¾c Bäo Bäo	322	65	9	0	1	11	10	684	200000	-1	-1	654	900000	728	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1484	1696	2758	1696	2334	1153	1268	1325	1498	1729	100	800	50	30	20	120000	3220
3230	Kiªm Xï H± Trß·ng Thành	323	65	9	0	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2122	1908	1696	2758	1484	1153	1268	1325	1498	1729	20	300	150	500	30	120000	3230
3231	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2248	2024	1798	2924	1574	1153	1268	1325	1498	1729	20	300	150	500	30	120000	3230
3232	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2376	2138	1900	3088	1662	1153	1268	1325	1498	1729	20	300	150	500	30	120000	3230
3233	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2502	2252	2002	3254	1752	1153	1268	1325	1498	1729	20	300	150	500	30	120000	3230
3234	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2630	2368	2104	3420	1840	1153	1268	1325	1498	1729	20	300	150	500	30	120000	3230
3235	Kiªm Xï H± Biªn D¸	323	65	9	1	0	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2758	2482	2206	3586	1930	1153	1268	1325	1498	1729	20	300	150	500	30	120000	3230
3239	Kiªm Xï H± Bäo Bäo	323	65	9	0	1	1000	10	694	200000	-1	-1	661	900000	722	250000	726	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2122	1908	1696	2758	1484	1153	1268	1325	1498	1729	20	300	150	500	30	120000	3230
3240	Tinh Tinh Trß·ng Thành	324	65	9	0	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2122	2122	2122	2122	2122	1153	1268	1325	1498	1729	20	30	150	300	500	120000	3240
3241	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2248	2248	2248	2248	2248	1153	1268	1325	1498	1729	20	30	150	300	500	120000	3240
3242	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2376	2376	2376	2376	2376	1153	1268	1325	1498	1729	20	30	150	300	500	120000	3240
3243	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2502	2502	2502	2502	2502	1153	1268	1325	1498	1729	20	30	150	300	500	120000	3240
3244	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2630	2630	2630	2630	2630	1153	1268	1325	1498	1729	20	30	150	300	500	120000	3240
3245	Tinh Tinh Biªn D¸	324	65	9	1	0	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2758	2758	2758	2758	2758	1153	1268	1325	1498	1729	20	30	150	300	500	120000	3240
3249	Tinh Tinh Bäo Bäo	324	65	9	0	1	1000	10	736	300000	-1	-1	734	900000	662	250000	706	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2122	2122	2122	2122	2122	1153	1268	1325	1498	1729	20	30	150	300	500	120000	3240
3250	Tê Ngßu Trß·ng Thành	325	75	9	0	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1982	2864	1762	1762	1982	1255	1380	1443	1631	1882	30	50	700	120	100	120000	3250
3251	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2082	3008	1850	1850	2082	1255	1380	1443	1631	1882	30	50	700	120	100	120000	3250
3252	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2180	3150	1938	1938	2180	1255	1380	1443	1631	1882	30	50	700	120	100	120000	3250
3253	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2280	3294	2026	2026	2280	1255	1380	1443	1631	1882	30	50	700	120	100	120000	3250
3254	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2380	3438	2114	2114	2380	1255	1380	1443	1631	1882	30	50	700	120	100	120000	3250
3255	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2478	3580	2204	2204	2478	1255	1380	1443	1631	1882	30	50	700	120	100	120000	3250
3256	Tê Ngßu Biªn D¸	325	75	9	1	0	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2578	3724	2292	2292	2578	1255	1380	1443	1631	1882	30	50	700	120	100	120000	3250
3259	Tê Ngßu Bäo Bäo	325	75	9	0	1	100	10	690	300000	-1	-1	710	900000	722	250000	716	100000	668	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1982	2864	1762	1762	1982	1255	1380	1443	1631	1882	30	50	700	120	100	120000	3250
3260	Tuyªt Ðiêu Trß·ng Thành	326	75	9	0	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2204	1982	1762	2864	1542	1255	1380	1443	1631	1882	20	50	20	900	10	120000	3260
3261	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2314	2082	1850	3008	1618	1255	1380	1443	1631	1882	20	50	20	900	10	120000	3260
3262	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2424	2180	1938	3150	1696	1255	1380	1443	1631	1882	20	50	20	900	10	120000	3260
3263	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2534	2280	2026	3294	1774	1255	1380	1443	1631	1882	20	50	20	900	10	120000	3260
3264	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2644	2380	2114	3438	1850	1255	1380	1443	1631	1882	20	50	20	900	10	120000	3260
3265	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2754	2478	2204	3580	1928	1255	1380	1443	1631	1882	20	50	20	900	10	120000	3260
3266	Tuyªt Ðiêu Biªn D¸	326	75	9	1	0	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2864	2578	2292	3724	2004	1255	1380	1443	1631	1882	20	50	20	900	10	120000	3260
3269	Tuyªt Ðiêu Bäo Bäo	326	75	9	0	1	1000	10	684	300000	-1	-1	702	900000	712	250000	730	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2204	1982	1762	2864	1542	1255	1380	1443	1631	1882	20	50	20	900	10	120000	3260
3270	Long Kiªm Trß·ng Thành	327	75	9	0	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1982	2864	1762	1762	1982	1255	1380	1443	1631	1882	500	300	150	30	20	120000	3270
3271	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2082	3008	1850	1850	2082	1255	1380	1443	1631	1882	500	300	150	30	20	120000	3270
3272	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2180	3150	1938	1938	2180	1255	1380	1443	1631	1882	500	300	150	30	20	120000	3270
3273	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2280	3294	2026	2026	2280	1255	1380	1443	1631	1882	500	300	150	30	20	120000	3270
3274	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2380	3438	2114	2114	2380	1255	1380	1443	1631	1882	500	300	150	30	20	120000	3270
3275	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2478	3580	2204	2204	2478	1255	1380	1443	1631	1882	500	300	150	30	20	120000	3270
3276	Long Kiªm Biªn D¸	327	75	9	1	0	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2578	3724	2292	2292	2578	1255	1380	1443	1631	1882	500	300	150	30	20	120000	3270
3279	Long Kiªm Bäo Bäo	327	75	9	0	1	100	10	737	300000	-1	-1	710	900000	658	250000	668	100000	724	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1982	2864	1762	1762	1982	1255	1380	1443	1631	1882	500	300	150	30	20	120000	3270
3280	Bác Mã Trß·ng Thành	328	75	9	0	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2864	2424	1542	1982	1542	1255	1380	1443	1631	1882	10	20	800	20	150	120000	3280
3281	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3008	2544	1618	2082	1618	1255	1380	1443	1631	1882	10	20	800	20	150	120000	3280
3282	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3150	2666	1696	2180	1696	1255	1380	1443	1631	1882	10	20	800	20	150	120000	3280
3283	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3294	2788	1774	2280	1774	1255	1380	1443	1631	1882	10	20	800	20	150	120000	3280
3284	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3438	2908	1850	2380	1850	1255	1380	1443	1631	1882	10	20	800	20	150	120000	3280
3285	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3580	3030	1928	2478	1928	1255	1380	1443	1631	1882	10	20	800	20	150	120000	3280
3286	Bác Mã Biªn D¸	328	75	9	1	0	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3724	3150	2004	2578	2004	1255	1380	1443	1631	1882	10	20	800	20	150	120000	3280
3289	Bác Mã Bäo Bäo	328	75	9	0	1	100	10	694	300000	-1	-1	706	900000	732	250000	716	100000	726	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2864	2424	1542	1982	1542	1255	1380	1443	1631	1882	10	20	800	20	150	120000	3280
3290	S° Phøng Trß·ng Thành	329	85	9	0	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1826	2968	1826	2512	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3291	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1666	1904	3096	1904	2620	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3292	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1734	1982	3222	1982	2726	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3293	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	2062	3350	2062	2834	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3294	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	2140	3478	2140	2942	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3295	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1940	2218	3604	2218	3050	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3296	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2008	2296	3732	2296	3158	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3297	S° Phøng Biªn D¸	329	85	9	1	0	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	2374	3858	2374	3266	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3299	S° Phøng Bäo Bäo	329	85	9	0	1	11	10	736	300000	-1	-1	653	900000	703	250000	660	100000	714	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1826	2968	1826	2512	1357	1492	1560	1764	2035	500	300	100	50	50	120000	3290
3300	Niên Thú Trß·ng Thành	330	85	9	0	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2968	2512	1598	2054	1598	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3301	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3096	2620	1666	2142	1666	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3302	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3222	2726	1734	2230	1734	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3303	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3350	2834	1804	2318	1804	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3304	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3478	2942	1872	2406	1872	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3305	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3604	3050	1940	2496	1940	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3306	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3732	3158	2008	2584	2008	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3307	Niên Thú Biªn D¸	330	85	9	1	0	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3858	3266	2078	2672	2078	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3309	Niên Thú Bäo Bäo	330	85	9	0	1	1000	10	694	300000	-1	-1	659	900000	722	250000	732	100000	716	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2968	2512	1598	2054	1598	1357	1492	1560	1764	2035	50	50	100	300	500	120000	3300
3310	Long Quy Trß·ng Thành	331	85	9	0	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2054	2968	1826	1826	2054	1357	1492	1560	1764	2035	250	100	300	100	250	120000	3310
3311	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2142	3096	1904	1904	2142	1357	1492	1560	1764	2035	250	100	300	100	250	120000	3310
3312	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2230	3222	1982	1982	2230	1357	1492	1560	1764	2035	250	100	300	100	250	120000	3310
3313	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2318	3350	2062	2062	2318	1357	1492	1560	1764	2035	250	100	300	100	250	120000	3310
3314	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2406	3478	2140	2140	2406	1357	1492	1560	1764	2035	250	100	300	100	250	120000	3310
3315	Long Quy Biªn D¸	331	85	9	1	0	1000	10	688	300000	-1	-1	718	900000	656	250000	732	100000	710	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2496	3604	2218	2218	2496	1357	1492	1560	1764	2035	250	100	300	100	250	120000	3310
