INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																																																																																																																																																																																																																																																	
122	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108001	1	-1	2	100		20108013	1	-1	2	100		20108025	1	-1	2	100		20108037	1	-1	2	100		20108049	1	-1	2	100		20108061	1	-1	2	100		20107001	1	-1	2	100		20108109	1	-1	2	100		20108085	1	-1	2	100		20108097	1	-1	2	100		20108073	1	-1	2	100		20108121	1	-1	2	100		20108133	1	-1	2	100		20108145	1	-1	2	100		20108157	1	-1	2	100		20108169	1	-1	2	100		20106001	1	-1	2	100		20107002	1	-1	2	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
123	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108002	1	-1	2	100		20108014	1	-1	2	100		20108026	1	-1	2	100		20108038	1	-1	2	100		20108050	1	-1	2	100		20108062	1	-1	2	100		20107003	1	-1	2	100		20108110	1	-1	2	100		20108086	1	-1	2	100		20108098	1	-1	2	100		20108074	1	-1	2	100		20108122	1	-1	2	100		20108134	1	-1	2	100		20108146	1	-1	2	100		20108158	1	-1	2	100		20108170	1	-1	2	100		20106002	1	-1	2	100		20107004	1	-1	2	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
124	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108003	1	-1	2	100		20108015	1	-1	2	100		20108027	1	-1	2	100		20108039	1	-1	2	100		20108051	1	-1	2	100		20108063	1	-1	2	100		20107005	1	-1	2	100		20108111	1	-1	2	100		20108087	1	-1	2	100		20108099	1	-1	2	100		20108075	1	-1	2	100		20108123	1	-1	2	100		20108135	1	-1	2	100		20108147	1	-1	2	100		20108159	1	-1	2	100		20108171	1	-1	2	100		20106003	1	-1	2	100		20107006	1	-1	2	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
125	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108004	1	-1	3	100		20108016	1	-1	3	100		20108028	1	-1	3	100		20108040	1	-1	3	100		20108052	1	-1	3	100		20108064	1	-1	3	100		20107007	1	-1	3	100		20108112	1	-1	3	100		20108088	1	-1	3	100		20108100	1	-1	3	100		20108076	1	-1	3	100		20108124	1	-1	3	100		20108136	1	-1	3	100		20108148	1	-1	3	100		20108160	1	-1	3	100		20108172	1	-1	3	100		20106004	1	-1	3	100		20107008	1	-1	3	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
126	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108005	1	-1	3	100		20108017	1	-1	3	100		20108029	1	-1	3	100		20108041	1	-1	3	100		20108053	1	-1	3	100		20108065	1	-1	3	100		20107009	1	-1	3	100		20108113	1	-1	3	100		20108089	1	-1	3	100		20108101	1	-1	3	100		20108077	1	-1	3	100		20108125	1	-1	3	100		20108137	1	-1	3	100		20108149	1	-1	3	100		20108161	1	-1	3	100		20108173	1	-1	3	100		20106005	1	-1	3	100		20107010	1	-1	3	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
127	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108006	1	-1	3	100		20108018	1	-1	3	100		20108030	1	-1	3	100		20108042	1	-1	3	100		20108054	1	-1	3	100		20108066	1	-1	3	100		20107011	1	-1	3	100		20108114	1	-1	3	100		20108090	1	-1	3	100		20108102	1	-1	3	100		20108078	1	-1	3	100		20108126	1	-1	3	100		20108138	1	-1	3	100		20108150	1	-1	3	100		20108162	1	-1	3	100		20108174	1	-1	3	100		20106006	1	-1	3	100		20107012	1	-1	3	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
128	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108007	1	-1	4	100		20108019	1	-1	4	100		20108031	1	-1	4	100		20108043	1	-1	4	100		20108055	1	-1	4	100		20108067	1	-1	4	100		20107013	1	-1	4	100		20108115	1	-1	4	100		20108091	1	-1	4	100		20108103	1	-1	4	100		20108079	1	-1	4	100		20108127	1	-1	4	100		20108139	1	-1	4	100		20108151	1	-1	4	100		20108163	1	-1	4	100		20108175	1	-1	4	100		20106007	1	-1	4	100		20107014	1	-1	4	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
129	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108008	1	-1	4	100		20108020	1	-1	4	100		20108032	1	-1	4	100		20108044	1	-1	4	100		20108056	1	-1	4	100		20108068	1	-1	4	100		20107015	1	-1	4	100		20108116	1	-1	4	100		20108092	1	-1	4	100		20108104	1	-1	4	100		20108080	1	-1	4	100		20108128	1	-1	4	100		20108140	1	-1	4	100		20108152	1	-1	4	100		20108164	1	-1	4	100		20108176	1	-1	4	100		20106008	1	-1	4	100		20107016	1	-1	4	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
130	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108009	1	-1	6	100		20108021	1	-1	6	100		20108033	1	-1	6	100		20108045	1	-1	6	100		20108057	1	-1	6	100		20108069	1	-1	6	100		20107017	1	-1	6	100		20108117	1	-1	6	100		20108093	1	-1	6	100		20108105	1	-1	6	100		20108081	1	-1	6	100		20108129	1	-1	6	100		20108141	1	-1	6	100		20108153	1	-1	6	100		20108165	1	-1	6	100		20108177	1	-1	6	100		20106009	1	-1	6	100		0	1	-1	6	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
131	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20108010	1	-1	6	100		20108022	1	-1	6	100		20108034	1	-1	6	100		20108046	1	-1	6	100		20108058	1	-1	6	100		20108070	1	-1	6	100		20107018	1	-1	6	100		20108118	1	-1	6	100		20108094	1	-1	6	100		20108106	1	-1	6	100		20108082	1	-1	6	100		20108130	1	-1	6	100		20108142	1	-1	6	100		20108154	1	-1	6	100		20108166	1	-1	6	100		20108178	1	-1	6	100		20106010	1	-1	6	100		0	1	-1	6	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
132	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30504119	1	-1	9800	60	#G	30504120	1	-1	6261	46	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
133	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	30509090	1	-1	20	100	#G	30509091	1	-1	200	100	#G	30509008	1	-1	20	100		30509013	1	-1	200	100		30509011	1	-1	7520	100	#G	30509014	1	-1	1000	100	#G	30509014	10	-1	10000	100	#G																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
134	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10141125	1	-1	100	100		30308064	1	-1	1	100		10141116	1	1	100	100		30308062	1	1	1	100		10141133	1	-1	100	100		30308065	1	-1	1	100		10141804	1	-1	100	100		30504050	1	-1	1	100		10141122	1	-1	100	100		30308063	1	-1	1	100		10141081	1	-1	100	100		30308052	1	-1	1	100		10141102	1	-1	100	100		30308058	1	-1	1	100		10141137	1	-1	100	100		30308073	1	-1	1	100		10141141	1	-1	100	100		30308074	1	-1	1	100		10141047	1	-1	100	100		30308037	1	-1	1	100		10141091	1	-1	100	100		30308056	1	-1	1	100		10141065	1	-1	100	100		30308051	1	-1	1	100		10141046	1	-1	100	100		30308038	1	-1	1	100		10141049	1	-1	100	100		30308035	1	-1	1	100		10141062	1	-1	100	100		30308048	1	-1	1	100		10141063	1	-1	100	100		30308049	1	-1	1	100		10141041	1	-1	100	100		30308024	1	-1	1	100		10141044	1	-1	100	100		30308040	1	-1	1	100		10141045	1	-1	100	100		30308039	1	-1	1	100		10141043	1	-1	100	100		30308041	1	-1	1	100		10141061	1	-1	100	100		30308047	1	-1	1	100																																																																																																																																																																																																																																																																																																
135	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30402025	1	-1	840	100		30402029	1	-1	396	100		30402035	1	-1	396	100		30402045	1	-1	528	100		30402091	1	-1	720	100		30402093	1	-1	600	100		30402051	1	-1	528	100		30402052	1	-1	528	100		30402053	1	-1	528	100		30402054	1	-1	528	100		30402033	1	-1	396	100		30402037	1	-1	396	100		30402039	1	-1	396	100		30402041	1	-1	396	100		30402043	1	-1	396	100		30402081	1	-1	396	100		30402082	1	-1	396	100		30402083	1	-1	396	100		30402084	1	-1	396	100		30402085	1	-1	396	100		30402086	1	-1	396	100		30402055	1	-1	396	100		30402059	1	-1	396	100		30402047	1	-1	396	100		30402049	1	-1	396	100		30402061	1	-1	396	100		30402063	1	-1	396	100		30402065	1	-1	396	100		30402067	1	-1	396	100		30402069	1	-1	396	100		30402073	1	-1	396	100		30402075	1	-1	396	100		30402077	1	-1	396	100		30402079	1	-1	396	100		0	1	-1	1	100		0	-1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100																																																																																																																																																																																																																																																																																										
136	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008002	1	-1	60	100		30008003	1	-1	38	100		30008016	1	-1	24	100		30008005	1	-1	200	100		30008004	1	-1	2000	100		31000000	1	-1	168	100		31000002	1	-1	160	100		31000001	1	-1	200	100		31000003	1	-1	200	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100																																																																																																																																																																																																																																																																														
137	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30504026	1	-1	20	100		30504046	1	-1	20	100		30700203	1	-1	10	100		30700203	10	-1	100	100		30504006	1	-1	5000	100		30700204	1	-1	400	100	#G	30501358	1	-1	40	100	#G	30501356	1	-1	40	100	#G	30501167	1	-1	40	100	#G	10141040	1	-1	12800	100	#G	10141030	1	-1	12800	100	#G	30008048	1	-1	800	100	#G	30008034	1	-1	80	100	#G	30900005	1	-1	10	100		30505106	1	-1	132	100		30505079	1	-1	3999	100		30008037	1	-1	2000	100		30008038	1	-1	2000	100		30900014	1	-1	60	100		30008013	1	-1	1000	100		30008007	1	-1	100	100		30900007	1	-1	80	100		30008009	1	-1	80	100		30008006	1	-1	1	100		30008021	1	-1	1	100	#G	30008025	1	-1	1	100	#G	30008024	1	-1	1	100		30008023	1	-1	1	100		30008022	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100																																																																																																																																																																																																																																																																																																																																																																								
