INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING
74	40	120	1	9	1	1	1	1	1	3600000	50	0		0	1	0	96	97	98	100	200	300	400	500	30509001	1	1	100	100		30509002	1	1	100	100		30509003	1	1	100	100		30509005	1	1	100	100		30509006	1	1	100	100		0	1	1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
75	40	0	1	9	1	1	1	0	1	600000	5	1	../Public/Config/RandShop/60wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
76	40	0	1	9	1	1	1	0	1	600000	10	1	../Public/Config/RandShop/70wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
77	40	0	1	9	1	1	1	0	1	600000	15	1	../Public/Config/RandShop/80wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
78	40	0	1	9	1	1	1	0	1	600000	20	1	../Public/Config/RandShop/90wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
79	40	0	1	9	1	1	1	0	1	600000	25	1	../Public/Config/RandShop/100wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
101	40	0	1	9	1	1	1	0	1	3600000	5	1	../Public/Config/RandShop/randgemshop.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
102	40	0	1	9	1	1	1	0	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30402005	1	-1	100	100		30402006	1	-1	100	100		30402007	1	-1	100	100		30402008	1	-1	100	100		30402009	1	-1	100	100		30402010	1	-1	100	100		30402011	1	-1	100	100		30402013	1	-1	100	100		30402015	1	-1	100	100		30402017	1	-1	100	100		30402019	1	-1	100	100		30402071	1	-1	100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
103	40	0	1	9	1	1	1	0	1	3600000	5	1	../Public/Config/RandShop/dazaotu.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
104	40	0	1	9	1	1	2	0	1	1500000	10	1	../Public/Config/RandShop/shanedian.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
105	40	0	1	9	1	1	1	0	1	3600000	5	1	../Public/Config/RandShop/xunluozawu.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
106	40	0	1	9	1	1	2	0	1	600000	5	1	../Public/Config/RandShop/shide.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100	
107	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308005	1	1	100	100		20308015	1	1	100	100		20308025	1	1	100	100		20308035	1	1	100	100		20308045	1	1	100	100		20308055	1	1	100	100		20308065	1	1	100	100		20308075	1	1	100	100		20308085	1	1	100	100		20308095	1	1	100	100		20308105	1	1	100	100		20308115	1	1	100	100		20308125	1	1	100	100		20308135	1	1	100	100		20308145	1	1	100	100		20308155	1	1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
108	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308006	1	1	100	100		20308016	1	1	100	100		20308026	1	1	100	100		20308036	1	1	100	100		20308046	1	1	100	100		20308056	1	1	100	100		20308066	1	1	100	100		20308076	1	1	100	100		20308086	1	1	100	100		20308096	1	1	100	100		20308106	1	1	100	100		20308116	1	1	100	100		20308126	1	1	100	100		20308136	1	1	100	100		20308146	1	1	100	100		20308156	1	1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
109	40	0	1	9	1	1	1	0	1	7200000	3	1	../Public/Config/RandShop/miaojiang_randgemshop.ini	0	0	0	96	97	98	100	200	300	400	500	0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
110	40	0	1	9	1	1	1	0	1	7200000	3	1	../Public/Config/RandShop/qiongzhou_randgemshop.ini	0	0	0	96	97	98	100	200	300	400	500	0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
111	40	0	1	9	1	1	1	0	1	7200000	3	1	../Public/Config/RandShop/huanglong_randgemshop.ini	0	0	0	96	97	98	100	200	300	400	500	0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	4	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
120	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10124018	1	-1	1	100	#G	10124019	1	-1	1	100	#G	10124020	1	-1	1	100	#G	10124021	1	-1	1	100	#G	10124022	1	-1	1	100	#G	10124023	1	-1	1	100		10124024	1	-1	1	100		10124025	1	-1	1	100		10124043	1	-1	1	100		10124044	1	-1	1	100		10124045	1	-1	1	100	#G	10124046	1	-1	1	100		10124047	1	-1	1	100	#G	10124048	1	-1	1	100	#G	10124049	1	-1	1	100	#G	10124050	1	-1	1	100		10124067	1	-1	1	100		10124070	1	-1	1	100		10124073	1	-1	1	100		10124092	1	-1	1	100		10124095	1	-1	1	100		10124098	1	-1	1	100		10124101	1	-1	1	100		10124104	1	-1	1	100		10124107	1	-1	1	100		10124112	1	-1	1	100		10124124	1	-1	1	100		10124127	1	-1	1	100		10124130	1	-1	100	100		10124134	1	-1	100	100		10124138	1	-1	100	100		10124154	1	-1	100	100		10125100	1	-1	100	100																																																																																																							
121	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10500009	1	-1	3000000	100		10510009	1	-1	3000000	100		10511009	1	-1	3000000	100		10512009	1	-1	3000000	100		10513009	1	-1	3000000	100		10514009	1	-1	3000000	100		10515009	1	-1	3000000	100		10520009	1	-1	3000000	100		10521009	1	-1	3000000	100		10522009	1	-1	3000000	100		10523009	1	-1	3000000	100		10552009	1	-1	3000000	100		10553009	1	-1	3000000	100																																																																																																																																																																																																																															
122	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10500019	1	-1	3000000	100		10510019	1	-1	3000000	100		10511019	1	-1	3000000	100		10512019	1	-1	3000000	100		10513019	1	-1	3000000	100		10514019	1	-1	3000000	100		10515019	1	-1	3000000	100		10520019	1	-1	3000000	100		10521019	1	-1	3000000	100		10522019	1	-1	3000000	100		10523019	1	-1	3000000	100		10552019	1	-1	3000000	100		10553019	1	-1	3000000	100																																																																																																																																																																																																																															
123	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10501009	1	-1	3000000	100		10510029	1	-1	3000000	100		10511029	1	-1	3000000	100		10512029	1	-1	3000000	100		10513029	1	-1	3000000	100		10514029	1	-1	3000000	100		10515029	1	-1	3000000	100		10520029	1	-1	3000000	100		10521029	1	-1	3000000	100		10522029	1	-1	3000000	100		10523029	1	-1	3000000	100		10552029	1	-1	3000000	100		10553029	1	-1	3000000	100																																																																																																																																																																																																																															
124	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10502009	1	-1	3000000	100		10510039	1	-1	3000000	100		10511039	1	-1	3000000	100		10512039	1	-1	3000000	100		10513039	1	-1	3000000	100		10514039	1	-1	3000000	100		10515039	1	-1	3000000	100		10520039	1	-1	3000000	100		10521039	1	-1	3000000	100		10522039	1	-1	3000000	100		10523039	1	-1	3000000	100		10552039	1	-1	3000000	100		10553039	1	-1	3000000	100																																																																																																																																																																																																																															
125	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10503009	1	-1	3000000	100		10510049	1	-1	3000000	100		10511049	1	-1	3000000	100		10512049	1	-1	3000000	100		10513049	1	-1	3000000	100		10514049	1	-1	3000000	100		10515049	1	-1	3000000	100		10520049	1	-1	3000000	100		10521049	1	-1	3000000	100		10522049	1	-1	3000000	100		10523049	1	-1	3000000	100		10552049	1	-1	3000000	100		10553049	1	-1	3000000	100																																																																																																																																																																																																																															
126	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10503019	1	-1	3000000	100		10510059	1	-1	3000000	100		10511059	1	-1	3000000	100		10512059	1	-1	3000000	100		10513059	1	-1	3000000	100		10514059	1	-1	3000000	100		10515059	1	-1	3000000	100		10520059	1	-1	3000000	100		10521059	1	-1	3000000	100		10522059	1	-1	3000000	100		10523059	1	-1	3000000	100		10552059	1	-1	3000000	100		10553059	1	-1	3000000	100																																																																																																																																																																																																																															
127	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10504009	1	-1	3000000	100		10510069	1	-1	3000000	100		10511069	1	-1	3000000	100		10512069	1	-1	3000000	100		10513069	1	-1	3000000	100		10514069	1	-1	3000000	100		10515069	1	-1	3000000	100		10520069	1	-1	3000000	100		10521069	1	-1	3000000	100		10522069	1	-1	3000000	100		10523069	1	-1	3000000	100		10552069	1	-1	3000000	100		10553069	1	-1	3000000	100																																																																																																																																																																																																																															
128	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10504019	1	-1	3000000	100		10510079	1	-1	3000000	100		10511079	1	-1	3000000	100		10512079	1	-1	3000000	100		10513079	1	-1	3000000	100		10514079	1	-1	3000000	100		10515079	1	-1	3000000	100		10520079	1	-1	3000000	100		10521079	1	-1	3000000	100		10522079	1	-1	3000000	100		10523079	1	-1	3000000	100		10552079	1	-1	3000000	100		10553079	1	-1	3000000	100																																																																																																																																																																																																																															
129	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	10505009	1	-1	3000000	100		10510089	1	-1	3000000	100		10511089	1	-1	3000000	100		10512089	1	-1	3000000	100		10513089	1	-1	3000000	100		10514089	1	-1	3000000	100		10515089	1	-1	3000000	100		10520089	1	-1	3000000	100		10521089	1	-1	3000000	100		10522089	1	-1	3000000	100		10523089	1	-1	3000000	100		10552089	1	-1	3000000	100		10553089	1	-1	3000000	100																																																																																																																																																																																																																															
130	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	0	1	-1	1	100																																																																																																																																																																																																																																																																																																							
131	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	0	1	-1	1	100																																																																																																																																																																																																																																																																																																							
132	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30504119	1	-1	9800	60	#G	30504120	1	-1	6261	46	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
133	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	30509090	1	-1	1	100	#G	30509091	1	-1	1	100	#G	30509008	1	-1	1	100		30509013	1	-1	1	100		30509011	1	-1	1	100	#G	30509014	1	-1	5000	100	#G																																																																																																																																																																																																																																																																								
134	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10149033	1	-1	1	100	#G	10149034	1	1	1	100	#G	10149035	1	-1	1	100	#G	10149021	1	-1	1	100	#G	10149022	1	-1	1	100		10149023	1	-1	1	100		10149024	1	-1	1	100	#G	10149025	1	-1	1	100		10149026	1	-1	1	100		10149027	1	-1	1	100	#G	10149028	1	-1	1	100	#G	10149029	1	-1	1	100	#G	10141012	1	-1	1	100	#G	10141013	1	-1	1	100	#G	10141014	1	-1	1	100	#G	10141015	1	-1	1	100	#G	10141016	1	-1	1	100		10141017	1	-1	1	100		10141018	1	-1	1	100		10141019	1	-1	1	100		10141020	1	-1	1	100		10141041	1	-1	1	100		10141042	1	-1	1	100		10141043	1	-1	1	100		10141044	1	-1	1	100		10141045	1	-1	1	100		10141046	1	-1	1	100		10141047	1	-1	1	100		10141048	1	-1	1	100		10141049	1	-1	1	100		10141060	1	-1	1	100		10141061	1	-1	1	100		10141062	1	-1	1	100		10141063	1	-1	1	100		10141064	1	-1	1	100		10141065	1	-1	1	100		10141081	1	-1	1	100		10141084	1	-1	1	100		10141087	1	-1	1	100		10141091	1	-1	1	100		10141093	1	-1	1	100		10141102	1	-1	1	100		10141111	1	-1	1	100		10141116	1	-1	1	100		10141122	1	-1	1	100		10141125	1	-1	1	100		10141128	1	-1	1	100		10141137	1	-1	1	100		10141141	1	-1	1	100		10141804	1	-1	1	100	
